L,method,budget,comparator,n,ppl_method,ppl_comparator,delta_mean,delta_sd,ci_lo,ci_hi,t_crit,t,p,d_z,primary,p_holm,sig
4096,normkv,0.5,sink_window,20,6.4957689,6.579694600000001,-0.08392569999999996,0.29631352560725266,-0.22260469880126893,0.054753298801269,2.093024054408263,-1.2666554445981775,0.22058684019842234,-0.28323276781917434,False,,
4096,pyramidkv,0.05,full,20,7.21784785,6.23913835,0.9787094999999999,0.9696375363553722,0.5249051639801771,1.4325138360198229,2.093024054408263,4.513977419749475,0.00023753112027853418,1.0093560359458926,True,0.00023753112027853418,***
4096,pyramidkv,0.05,snapkv,20,7.21784785,7.051204399999999,0.16664345000000014,0.1307385228886368,0.10545593781405904,0.22783096218594123,2.093024054408263,5.700325718418754,1.705729664485446e-05,1.274631580027466,True,1.705729664485446e-05,***
4096,pyramidkv,0.05,sink_window,20,7.21784785,7.7289354,-0.5110875500000001,0.39997883898874825,-0.6982834089098435,-0.32389169109015653,2.093024054408263,-5.7144348293184155,1.654566448458603e-05,-1.2777864731348385,True,3.309132896917206e-05,***
4096,pyramidkv,0.1,full,20,6.8958485,6.23913835,0.6567101499999999,0.7581591390568323,0.3018807505624869,1.0115395494375128,2.093024054408263,3.873721125991748,0.0010223640067777656,0.8661903763594575,False,,
4096,pyramidkv,0.1,snapkv,20,6.8958485,6.7693692,0.12647930000000013,0.10451445254534264,0.0775650305296898,0.17539356947031046,2.093024054408263,5.41200390297968,3.1942400552503126e-05,1.210160862155674,False,,
4096,pyramidkv,0.1,sink_window,20,6.8958485,7.266461650000002,-0.37061315,0.2626422018737308,-0.49353348421075216,-0.24769281578924787,2.093024054408263,-6.310609573352147,4.672571801436795e-06,-1.4110951985476343,False,,
4096,pyramidkv,0.2,full,20,6.675646400000001,6.23913835,0.43650805000000004,0.5060748771626665,0.1996577167606861,0.673358383239314,2.093024054408263,3.8573804651130463,0.001061234724316169,0.8625364935072527,False,,
4096,pyramidkv,0.2,snapkv,20,6.675646400000001,6.578421799999999,0.09722460000000024,0.06917246053345698,0.06485089194282977,0.1295983080571707,2.093024054408263,6.285762079551162,4.920971014735102e-06,1.4055391300266837,False,,
4096,pyramidkv,0.2,sink_window,20,6.675646400000001,6.873289849999999,-0.19764344999999997,0.3001946523888995,-0.3381388720482218,-0.05714802795177812,2.093024054408263,-2.944384158682787,0.008324352705843788,-0.658384313068824,False,,
4096,pyramidkv,0.5,full,20,6.4081175,6.23913835,0.16897914999999997,0.18513955928669332,0.08233116905559457,0.25562713094440537,2.093024054408263,4.081773421476336,0.000635659525336898,0.9127122839172986,False,,
4096,pyramidkv,0.5,snapkv,20,6.4081175,6.33803015,0.07008734999999996,0.07494602917557959,0.03501152864186187,0.10516317135813806,2.093024054408263,4.182211671165775,0.0005054180391166348,0.9351709593019669,False,,
4096,pyramidkv,0.5,sink_window,20,6.4081175,6.579694600000001,-0.1715770999999999,0.19867163686288716,-0.26455828819885585,-0.07859591180114396,2.093024054408263,-3.8622328284037826,0.0010495406653290805,-0.8636215149242138,False,,
4096,random,0.05,full,20,885.0446746999999,6.23913835,878.80553635,711.7771617878672,545.6835704726036,1211.9275022273964,2.093024054408263,5.521584630071111,2.51382502226132e-05,1.234663857635703,True,2.51382502226132e-05,***
4096,random,0.05,snapkv,20,885.0446746999999,7.051204399999999,877.9934703000001,712.0631705334631,544.7376482093027,1211.2492923906975,2.093024054408263,5.514266611825786,2.5542564461627203e-05,1.23302749900999,True,2.5542564461627203e-05,***
4096,random,0.05,sink_window,20,885.0446746999999,7.7289354,877.3157393000001,712.121942576893,544.0324110462827,1210.5990675537175,2.093024054408263,5.509555354260021,2.580637374502135e-05,1.2319740297923343,True,2.580637374502135e-05,***
4096,random,0.1,full,20,897.63138675,6.23913835,891.3922483999999,763.3856383221458,534.1167720111771,1248.6677247888226,2.093024054408263,5.222036050926202,4.853361145367266e-05,1.1676827590825538,False,,
